Congress,Majority, votenum, min_vote,maj_vote,if_partisan,case_num,bill_num,vote_name, bill_name,more,more1 
116, rep, 616, 6, 1, 1,0, PN1694, Cloture Motion Agreed to, Keith E. Sonderling; of Florida; to be a Member of the Equal Employment Opportunity Commission for a term expiring July 1; 2024, On the Cloture Motion, nan
116, rep, 617, 6, 1, 1,0, PN1694, Nomination Confirmed, Keith E. Sonderling; of Florida; to be a Member of the Equal Employment Opportunity Commission for a term expiring July 1; 2024, On the Nomination, nan
116, rep, 618, 1, 1, 0,1, PN1314, Cloture Motion Agreed to, John Charles Hinderaker; of Arizona; to be United States District Judge for the District of Arizona, On the Cloture Motion, nan
116, rep, 619, 1, 1, 0,1, PN1314, Nomination Confirmed, John Charles Hinderaker; of Arizona; to be United States District Judge for the District of Arizona, On the Nomination, nan
116, rep, 620, 1, 1, 0,1, PN1922, Cloture Motion Agreed to, Roderick C. Young; of Virginia; to be United States District Judge for the Eastern District of Virginia, On the Cloture Motion, nan
116, rep, 621, 1, 6, 1,3, PN1693, Nomination Confirmed, Jocelyn Samuels; of Maryland; to be a Member of the Equal Employment Opportunity Commission for a term expiring July 1; 2021, On the Nomination, nan
116, rep, 622, 1, 1, 0,1, PN1922, Nomination Confirmed, Roderick C. Young; of Virginia; to be United States District Judge for the Eastern District of Virginia, On the Nomination, nan
116, rep, 623, 1, 1, 0,1, HR8337, Motion to Proceed Agreed to, A bill making continuing appropriations for fiscal year 2021; and for other purposes., On the Motion to Proceed, nan
116, rep, 624, 1, 1, 0,1, HR8337, Cloture Motion Agreed to, A bill making continuing appropriations for fiscal year 2021; and for other purposes., On the Cloture Motion, nan
116, rep, 625, 1, 1, 0,1, HR8337, Bill Passed, A bill making continuing appropriations for fiscal year 2021; and for other purposes., On Passage of the Bill, nan
116, rep, 626, 6, 1, 1,0, S178, Motion to Proceed Agreed to, A bill to condemn gross human rights violations of ethnic Turkic Muslims in Xinjiang; and calling for an end to arbitrary detention; torture; and harassment of these communities inside and outside China., On the Motion to Proceed, nan
116, rep, 627, 1, 6, 1,0, S178, Motion to Table Failed, To amend the Health Insurance Portability and Accountability Act to prohibit pre-existing condition exclusions., On the Motion to Table, nan
116, rep, 628, 1, 6, 1,0, S4653, Cloture Motion Rejected, A bill to protect the healthcare of hundreds of millions of people of the United States and prevent efforts of the Department of Justice to advocate courts to strike down the Patient Protection and Affordable Care Act., On the Cloture Motion, nan
116, rep, 629, 1, 6, 1,0, HJRES90, Motion to Proceed Rejected, A joint resolution providing for congressional disapproval under chapter 8 of title 5; United States Code; of the rule submitted by the Office of the Comptroller of the Currency relating to "Community Reinvestment Act Regulations"., On the Motion to Proceed, nan
116, rep, 630, 6, 1, 1,0, S178, Motion to Table Agreed to, A bill to condemn gross human rights violations of ethnic Turkic Muslims in Xinjiang; and calling for an end to arbitrary detention; torture; and harassment of these communities inside and outside China., On the Motion to Table, nan
116, rep, 631, 1, 6, 1,0, S178, Motion to Table Failed, To improve the small business programs., On the Motion to Table, nan
116, rep, 632, 1, 6, 1,0, S4675, Motion to Table Failed, A bill to amend the Health Insurance Portability and Accountability Act., On the Motion to Table, nan
116, rep, 633, 6, 1, 1,0, PN1663, Motion to Proceed Agreed to, Michael Jay Newman; of Ohio; to be United States District Judge for the Southern District of Ohio, On the Motion to Proceed, nan
116, rep, 634, 6, 1, 1,0, PN1663, Motion to Table Agreed to, Michael Jay Newman; of Ohio; to be United States District Judge for the Southern District of Ohio, On the Motion to Table, nan
116, rep, 635, 6, 1, 1,0, S178, Cloture Motion Rejected, A bill to condemn gross human rights violations of ethnic Turkic Muslims in Xinjiang; and calling for an end to arbitrary detention; torture; and harassment of these communities inside and outside China., On the Cloture Motion, nan
116, rep, 636, 6, 1, 1,0, PN1663, Motion to Table Agreed to, Michael Jay Newman; of Ohio; to be United States District Judge for the Southern District of Ohio, On the Motion to Table, nan
116, rep, 637, 6, 1, 1,0, PN1663, Motion to Table Agreed to, Michael Jay Newman; of Ohio; to be United States District Judge for the Southern District of Ohio, On the Motion to Table, nan
116, rep, 638, 1, 6, 1,0, PN1663, Motion to Proceed Rejected, Michael Jay Newman; of Ohio; to be United States District Judge for the Southern District of Ohio, On the Motion to Proceed, nan
116, rep, 639, 6, 1, 1,2, PN1663, Cloture Motion Agreed to, Michael Jay Newman; of Ohio; to be United States District Judge for the Southern District of Ohio, On the Cloture Motion, nan
116, rep, 640, 6, 1, 1,0, PN1663, Decision of Chair Sustained, Michael Jay Newman; of Ohio; to be United States District Judge for the Southern District of Ohio, On the Decision of the Chair, nan
116, rep, 641, 6, 1, 1,2, PN1663, Nomination Confirmed, Michael Jay Newman; of Ohio; to be United States District Judge for the Southern District of Ohio, On the Nomination, nan
116, rep, 642, 6, 1, 1,0, PN1663, Motion Agreed to, Michael Jay Newman; of Ohio; to be United States District Judge for the Southern District of Ohio, On the Motion, nan
116, rep, 643, 6, 1, 1,0, PN2252, Motion to Proceed Agreed to, Amy Coney Barrett; of Indiana; to be an Associate Justice of the Supreme Court of the United States, On the Motion to Proceed, nan
116, rep, 644, 6, 1, 1,0, S178, Motion Agreed to, A bill to condemn gross human rights violations of ethnic Turkic Muslims in Xinjiang; and calling for an end to arbitrary detention; torture; and harassment of these communities inside and outside China., On the Motion, nan
116, rep, 645, 6, 1, 1,0, PN2252, Motion to Proceed Agreed to, Amy Coney Barrett; of Indiana; to be an Associate Justice of the Supreme Court of the United States, On the Motion to Proceed, nan
116, rep, 646, 6, 1, 1,0, PN2252, Motion to Table Agreed to, Amy Coney Barrett; of Indiana; to be an Associate Justice of the Supreme Court of the United States, On the Motion to Table, nan
116, rep, 647, 6, 1, 1,0, PN2252, Motion to Table Motion to Recommit Agreed to, Amy Coney Barrett; of Indiana; to be an Associate Justice of the Supreme Court of the United States, On the Motion to Table the Motion to Recommit, nan
116, rep, 648, 6, 1, 1,0, PN2252, Motion to Table Agreed to, Amy Coney Barrett; of Indiana; to be an Associate Justice of the Supreme Court of the United States, On the Motion to Table, nan
116, rep, 649, 6, 1, 1,0, PN2252, Motion Agreed to, Amy Coney Barrett; of Indiana; to be an Associate Justice of the Supreme Court of the United States, On the Motion, nan
116, rep, 650, 6, 1, 1,0, PN2252, Cloture Motion Agreed to, Amy Coney Barrett; of Indiana; to be an Associate Justice of the Supreme Court of the United States, On the Cloture Motion, nan
116, rep, 651, 6, 1, 1,0, PN2252, Decision of Chair Sustained, Amy Coney Barrett; of Indiana; to be an Associate Justice of the Supreme Court of the United States, On the Decision of the Chair, nan
116, rep, 652, 6, 1, 1,0, PN2252, Nomination Confirmed, Amy Coney Barrett; of Indiana; to be an Associate Justice of the Supreme Court of the United States, On the Nomination, nan
116, rep, 653, 6, 1, 1,2, PN1661, Cloture Motion Agreed to, James Ray Knepp II; of Ohio; to be United States District Judge for the Northern District of Ohio, On the Cloture Motion, nan
116, rep, 654, 6, 1, 1,2, PN1661, Nomination Confirmed, James Ray Knepp II; of Ohio; to be United States District Judge for the Northern District of Ohio, On the Nomination, nan
116, rep, 655, 6, 1, 1,0, PN1919, Cloture Motion Agreed to, Aileen Mercedes Cannon; of Florida; to be United States District Judge for the Southern District of Florida, On the Cloture Motion, nan
116, rep, 656, 6, 1, 1,0, PN1919, Nomination Confirmed, Aileen Mercedes Cannon; of Florida; to be United States District Judge for the Southern District of Florida, On the Nomination, nan
116, rep, 657, 6, 1, 1,0, PN1742, Cloture Motion Agreed to, Kristi Haskins Johnson; of Mississippi; to be United States District Judge for the Southern District of Mississippi, On the Cloture Motion, nan
116, rep, 658, 6, 1, 1,0, PN1742, Nomination Confirmed, Kristi Haskins Johnson; of Mississippi; to be United States District Judge for the Southern District of Mississippi, On the Nomination, nan
116, rep, 659, 6, 1, 1,0, PN2205, Cloture Motion Agreed to, Benjamin Joel Beaton; of Kentucky; to be United States District Judge for the Western District of Kentucky, On the Cloture Motion, nan
116, rep, 660, 6, 1, 1,0, PN2205, Nomination Confirmed, Benjamin Joel Beaton; of Kentucky; to be United States District Judge for the Western District of Kentucky, On the Nomination, nan
116, rep, 661, 6, 1, 1,0, PN1422, Cloture Motion Rejected, Judy Shelton; of California; to be a Member of the Board of Governors of the Federal Reserve System for the unexpired term of fourteen years from February 1; 2010, On the Cloture Motion, nan
116, rep, 662, 6, 1, 1,0, PN1920, Cloture Motion Agreed to, Toby Crouse; of Kansas; to be United States District Judge for the District of Kansas, On the Cloture Motion, nan
116, rep, 663, 6, 1, 1,0, PN1920, Nomination Confirmed, Toby Crouse; of Kansas; to be United States District Judge for the District of Kansas, On the Nomination, nan
116, rep, 664, 6, 1, 1,0, PN1328, Cloture Motion Agreed to, Stephen A. Vaden; of Tennessee; to be a Judge of the United States Court of International Trade, On the Cloture Motion, nan
116, rep, 665, 6, 1, 1,0, PN1328, Nomination Confirmed, Stephen A. Vaden; of Tennessee; to be a Judge of the United States Court of International Trade, On the Nomination, nan
116, rep, 666, 6, 1, 1,0, PN2208, Cloture Motion Agreed to, Kathryn Kimball Mizelle; of Florida; to be United States District Judge for the Middle District of Florida, On the Cloture Motion, nan
116, rep, 667, 6, 1, 1,0, PN2208, Nomination Confirmed, Kathryn Kimball Mizelle; of Florida; to be United States District Judge for the Middle District of Florida, On the Nomination, nan
116, rep, 668, 6, 1, 1,0, PN2094, Cloture Motion Agreed to, Taylor B. McNeel; of Mississippi; to be United States District Judge for the Southern District of Mississippi, On the Cloture Motion, nan
116, rep, 669, 6, 1, 1,0, PN2094, Nomination Confirmed, Taylor B. McNeel; of Mississippi; to be United States District Judge for the Southern District of Mississippi, On the Nomination, nan
116, rep, 670, 6, 1, 1,0, PN1660, Cloture Motion Agreed to, J. Philip Calabrese; of Ohio; to be United States District Judge for the Northern District of Ohio, On the Cloture Motion, nan
116, rep, 671, 6, 1, 1,0, PN1660, Nomination Confirmed, J. Philip Calabrese; of Ohio; to be United States District Judge for the Northern District of Ohio, On the Nomination, nan
116, rep, 672, 6, 1, 1,0, PN2023, Cloture Motion Agreed to, Kyle Hauptman; of Maine; to be a Member of the National Credit Union Administration Board for a term expiring August 2; 2025, On the Cloture Motion, nan
116, rep, 673, 6, 1, 1,0, PN2023, Nomination Confirmed, Kyle Hauptman; of Maine; to be a Member of the National Credit Union Administration Board for a term expiring August 2; 2025, On the Nomination, nan
116, rep, 674, 6, 1, 1,0, PN1433, Cloture Motion Agreed to, Kathryn C. Davis; of Maryland; to be a Judge of the United States Court of Federal Claims for a term of fifteen years, On the Cloture Motion, nan
116, rep, 675, 6, 1, 1,0, PN1423, Cloture Motion Agreed to, Christopher Waller; of Minnesota; to be a Member of the Board of Governors of the Federal Reserve System for a term of fourteen years from February 1; 2016, On the Cloture Motion, nan
116, rep, 676, 6, 1, 1,0, PN1433, Nomination Confirmed, Kathryn C. Davis; of Maryland; to be a Judge of the United States Court of Federal Claims for a term of fifteen years, On the Nomination, nan
116, rep, 677, 6, 1, 1,0, S578, Amendment Rejected, To increase the overpayment collection threshold for old-age; survivors; and disability insurance benefits., On the Amendment, nan
116, rep, 678, 1, 1, 0,1, S578, Bill Passed, A bill to amend title II of the Social Security Act to eliminate the five-month waiting period for disability insurance benefits under such title for individuals with amyotrophic lateral sclerosis., On Passage of the Bill, nan
116, rep, 679, 6, 1, 1,0, PN1423, Nomination Confirmed, Christopher Waller; of Minnesota; to be a Member of the Board of Governors of the Federal Reserve System for a term of fourteen years from February 1; 2016, On the Nomination, nan
116, rep, 680, 6, 1, 1,0, PN1913, Cloture Motion Agreed to, Liam P. Hardy; of Virginia; to be a Judge of the United States Court of Appeals for the Armed Forces for the term of fifteen years to expire on the date prescribed by law, On the Cloture Motion, nan
116, rep, 681, 6, 1, 1,0, PN1913, Nomination Confirmed, Liam P. Hardy; of Virginia; to be a Judge of the United States Court of Appeals for the Armed Forces for the term of fifteen years to expire on the date prescribed by law, On the Nomination, nan
116, rep, 682, 6, 1, 1,0, PN1384, Cloture Motion Agreed to, Stephen Sidney Schwartz; of Virginia; to be a Judge of the United States Court of Federal Claims for a term of fifteen years, On the Cloture Motion, nan
116, rep, 683, 6, 1, 1,0, PN2239, Cloture Motion Agreed to, Nathan A. Simington; of Virginia; to be a Member of the Federal Communications Commission for a term of five years from July 1; 2019, On the Cloture Motion, nan
116, rep, 684, 6, 1, 1,0, PN1384, Nomination Confirmed, Stephen Sidney Schwartz; of Virginia; to be a Judge of the United States Court of Federal Claims for a term of fifteen years, On the Nomination, nan
116, rep, 685, 6, 1, 1,0, PN2239, Nomination Confirmed, Nathan A. Simington; of Virginia; to be a Member of the Federal Communications Commission for a term of five years from July 1; 2019, On the Nomination, nan
116, rep, 686, 6, 1, 1,0, PN2237, Nomination Confirmed, Allen Dickerson; of the District of Columbia; to be a Member of the Federal Election Commission for a term expiring April 30; 2025, On the Nomination, nan
116, rep, 687, 1, 1, 0,1, PN2302, Nomination Confirmed, Shana M. Broussard; of Louisiana; to be a Member of the Federal Election Commission for a term expiring April 30; 2023, On the Nomination, nan
116, rep, 688, 6, 1, 1,0, PN2303, Nomination Confirmed, Sean J. Cooksey; of Missouri; to be a Member of the Federal Election Commission for a term expiring April 30; 2021, On the Nomination, nan
116, rep, 689, 1, 6, 1,0, SJRES77, Motion to Discharge Rejected, A joint resolution providing for congressional disapproval of the proposed foreign military sale to the United Arab Emirates of certain defense articles and services., On the Motion to Discharge, nan
116, rep, 690, 1, 6, 1,0, SJRES78, Motion to Discharge Rejected, A joint resolution providing for congressional disapproval of the proposed foreign  military sale to the United Arab Emirates of certain defense articles and services., On the Motion to Discharge, nan
116, rep, 691, 1, 1, 0,1, HR6395, Cloture Motion Agreed to, To authorize appropriations for fiscal year 2021 for military activities of the Department of Defense; for military construction; and for defense activities of the Department of Energy; to prescribe military personnel strengths for such fiscal year; and for other purposes., On the Cloture Motion, nan
116, rep, 692, 1, 1, 0,1, HR6395, Conference Report Agreed to, To authorize appropriations for fiscal year 2021 for military activities of the Department of Defense; for military construction; and for defense activities of the Department of Energy; to prescribe military personnel strengths for such fiscal year; and for other purposes., On the Conference Report, nan
116, rep, 693, 6, 1, 1,0, PN2333, Cloture Motion Agreed to, Thomas L. Kirsch II; of Indiana; to be United States Circuit Judge for the Seventh Circuit, On the Cloture Motion, nan
116, rep, 694, 6, 1, 1,0, PN2333, Nomination Confirmed, Thomas L. Kirsch II; of Indiana; to be United States Circuit Judge for the Seventh Circuit, On the Nomination, nan
116, rep, 695, 6, 1, 1,0, PN2247, Cloture Motion Agreed to, Katherine A. Crytzer; of Tennessee; to be United States District Judge for the Eastern District of Tennessee, On the Cloture Motion, nan
116, rep, 696, 6, 1, 1,0, PN2247, Nomination Confirmed, Katherine A. Crytzer; of Tennessee; to be United States District Judge for the Eastern District of Tennessee, On the Nomination, nan
116, rep, 697, 6, 1, 1,0, PN2294, Cloture Motion Agreed to, Joseph Dawson III; of South Carolina; to be United States District Judge for the District of South Carolina, On the Cloture Motion, nan
116, rep, 698, 6, 1, 1,0, PN2294, Nomination Confirmed, Joseph Dawson III; of South Carolina; to be United States District Judge for the District of South Carolina, On the Nomination, nan
116, rep, 699, 6, 1, 1,0, PN2246, Cloture Motion Agreed to, Charles Edward Atchley; Jr.; of Tennessee; to be United States District Judge for the Eastern District of Tennessee, On the Cloture Motion, nan
116, rep, 700, 6, 1, 1,0, PN2246, Nomination Confirmed, Charles Edward Atchley; Jr.; of Tennessee; to be United States District Judge for the Eastern District of Tennessee, On the Nomination, nan
116, rep, 701, 6, 1, 1,0, PN2209, Cloture Motion Agreed to, Zachary N. Somers; of the District of Columbia; to be a Judge of the United States Court of Federal Claims for a term of fifteen years, On the Cloture Motion, nan
116, rep, 702, 6, 1, 1,0, PN2209, Nomination Confirmed, Zachary N. Somers; of the District of Columbia; to be a Judge of the United States Court of Federal Claims for a term of fifteen years, On the Nomination, nan
116, rep, 703, 6, 1, 1,0, PN2093, Cloture Motion Agreed to, Thompson Michael Dietz; of New Jersey; to be a Judge of the United States Court of Federal Claims for a term of fifteen years, On the Cloture Motion, nan
116, rep, 704, 6, 1, 1,0, PN2093, Nomination Confirmed, Thompson Michael Dietz; of New Jersey; to be a Judge of the United States Court of Federal Claims for a term of fifteen years, On the Nomination, nan
116, rep, 705, 6, 1, 1,0, PN1425, Cloture Motion Rejected, John Chase Johnson; of Oklahoma; to be Inspector General; Federal Communications Commission, On the Cloture Motion, nan
116, rep, 706, 6, 1, 1,0, PN2029, Cloture Motion Rejected, Eric J. Soskin; of Virginia; to be Inspector General; Department of Transportation, On the Cloture Motion, nan
116, rep, 707, 6, 1, 1,0, PN1609, Cloture Motion Agreed to, Beth Harwell; of Tennessee; to be a Member of the Board of Directors of the Tennessee Valley Authority for a term expiring May 18; 2024, On the Cloture Motion, nan
116, rep, 708, 6, 1, 1,0, PN1609, Nomination Confirmed, Beth Harwell; of Tennessee; to be a Member of the Board of Directors of the Tennessee Valley Authority for a term expiring May 18; 2024, On the Nomination, nan
116, rep, 709, 1, 1, 0,1, PN1610, Cloture Motion Agreed to, Brian Noland; of Tennessee; to be a Member of the Board of Directors of the Tennessee Valley Authority for a term expiring May 18; 2024, On the Cloture Motion, nan
116, rep, 710, 1, 1, 0,1, PN1610, Nomination Confirmed, Brian Noland; of Tennessee; to be a Member of the Board of Directors of the Tennessee Valley Authority for a term expiring May 18; 2024, On the Nomination, nan
116, rep, 711, 1, 1, 0,1, PN1380, Cloture Motion Agreed to, Fernando L. Aenlle-Rocha; of California; to be United States District Judge for the Central District of California, On the Cloture Motion, nan
116, rep, 712, 1, 1, 0,1, PN1380, Nomination Confirmed, Fernando L. Aenlle-Rocha; of California; to be United States District Judge for the Central District of California, On the Nomination, nan
116, rep, 713, 6, 1, 1,0, PN2029, Motion to Proceed Agreed to, Eric J. Soskin; of Virginia; to be Inspector General; Department of Transportation, On the Motion to Proceed, nan
116, rep, 714, 6, 1, 1,0, PN2029, Motion to Reconsider Agreed to, Eric J. Soskin; of Virginia; to be Inspector General; Department of Transportation, On the Motion to Reconsider, nan
116, rep, 715, 6, 1, 1,0, PN2029, Cloture Motion Agreed to, Eric J. Soskin; of Virginia; to be Inspector General; Department of Transportation, On the Cloture Motion, nan
116, rep, 716, 6, 1, 1,0, PN2029, Nomination Confirmed, Eric J. Soskin; of Virginia; to be Inspector General; Department of Transportation, On the Nomination, nan
116, rep, 717, 1, 1, 0,1, HR133, Motion Agreed to, A bill to promote economic partnership and cooperation between the United States and Mexico., On the Motion, nan
116, rep, 718, 1, 1, 0,1, HR6395, Motion to Proceed Agreed to, To authorize appropriations for fiscal year 2021 for military activities of the Department of Defense; for military construction; and for defense activities of the Department of Energy; to prescribe military personnel strengths for such fiscal year; and for other purposes., On the Motion to Proceed, nan
116, rep, 719, 1, 1, 0,1, HR6395, Cloture Motion Agreed to, To authorize appropriations for fiscal year 2021 for military activities of the Department of Defense; for military construction; and for defense activities of the Department of Energy; to prescribe military personnel strengths for such fiscal year; and for other purposes., On the Cloture Motion, nan
116, rep, 720, 1, 1, 0,1, HR6395, Veto Overridden, To authorize appropriations for fiscal year 2021 for military activities of the Department of Defense; for military construction; and for defense activities of the Department of Energy; to prescribe military personnel strengths for such fiscal year; and for other purposes., On Overriding the Veto, nan
115, rep, 1, 6, 1, 1,0, SCONRES3, Motion to Proceed Agreed to, A concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2017 and setting forth the appropriate budgetary levels for fiscal years 2018 through 2026., On the Motion to Proceed, nan
115, rep, 2, 1, 6, 1,0, SCONRES3, Motion Rejected, To prohibit legislation that makes America sick again., On the Motion, nan
115, rep, 3, 6, 6, 0,0, SCONRES3, Amendment Rejected, In the nature of a substitute., On the Amendment, nan
115, rep, 4, 1, 6, 1,0, SCONRES3, Motion Rejected, To protect the Medicare and Medicaid programs., On the Motion, nan
115, rep, 5, 6, 1, 1,0, SCONRES3, Motion Rejected, To strengthen Social Security and Medicare without raiding it to pay for new Government programs; like Obamacare; that have failed Americans by increasing premiums and reducing affordable health care options; to reform Medicaid without prioritizing able-bodied adults over the disabled; and to return regulation of insurance to State governments., On the Motion, nan
115, rep, 6, 1, 6, 1,0, SCONRES3, Motion Rejected, To prevent the Senate from breaking Donald Trump's promise that "there will be no cuts to Social Security; Medicare; and Medicaid"., On the Motion, nan
115, rep, 7, 1, 6, 1,0, SCONRES3, Motion Rejected, To create a point of order against legislation that would repeal health reforms that closed the prescription drug coverage gap under Medicare., On the Motion, nan
115, rep, 8, 1, 6, 1,0, SCONRES3, Motion Rejected, To create a point of order against legislation that would reduce health insurance access and affordability for individuals based on their occupation., On the Motion, nan
115, rep, 9, 6, 1, 1,0, SCONRES3, Motion Rejected, To establish a deficit-neutral reserve fund relating to rural health and repealing and replacing Obamacare., On the Motion, nan
115, rep, 10, 1, 6, 1,0, SCONRES3, Motion Rejected, To create a point of order against legislation that would harm rural hospitals and health care providers., On the Motion, nan
115, rep, 11, 6, 1, 1,0, SCONRES3, Motion Rejected, To establish a deficit-neutral reserve fund relating to strengthening Social Security and repealing Obamacare; which has increased health care costs; raised taxes on middle-class families; reduced access to high quality care; created disincentives for work; and caused tens of thousands of Americans to lose coverage they had and liked; and replacing it with patient-centered; step-by-step health reforms that provide access to quality; affordable private health care coverage for all American's and their families by increasing competition; State flexibility and individual choice; and safeguarding consumer protections that Americans support., On the Motion, nan
115, rep, 12, 1, 6, 1,0, SCONRES3, Motion Rejected, To create a point of order against legislation that makes young people sick again., On the Motion, nan
115, rep, 13, 6, 1, 1,0, SCONRES3, Motion Rejected, To establish a deficit-neutral reserve fund relating to enhancing health care and housing for veterans and their dependents by repealing Obamacare; facilitating medical facility leases; and prohibiting the Secretary of Veterans Affairs from employing individuals who have been convicted of a felony and medical personnel who have ever had their medical licenses or credentials revoked or suspended., On the Motion, nan
115, rep, 14, 1, 6, 1,0, SCONRES3, Motion Rejected, To create a point of order against legislation that would limit veterans' ability to choose VA health care., On the Motion, nan
115, rep, 15, 1, 6, 1,0, SCONRES3, Motion Rejected, To create a point of order against legislation that would make people with disabilities and chronic conditions sick again., On the Motion, nan
115, rep, 16, 6, 1, 1,0, SCONRES3, Motion Rejected, To establish a deficit-neutral reserve fund relating to strengthening Social Security and repealing and replacing Obamacare; which has increased health care costs; raised taxes on middle-class families; reduced access to high quality care; created disincentives for work; and caused tens of thousands of Americans to lose coverage they had and liked; and replacing Obamacare with patient-centered step-by-step health reforms that provide access to quality; affordable private health care coverage for all Americans and their families by increasing competition; State flexibility; and individual choice; and safe-guarding consumer protections; such as a ban on lifetime limits; that Americans support., On the Motion, nan
115, rep, 17, 6, 1, 1,0, SCONRES3, Motion Rejected, To establish a deficit-neutral reserve fund relating to reforming housing and Medicaid without prioritizing able-bodied adults over the disabled or raiding the Medicare Trust Funds to pay for new government programs; like Obamacare; which has failed Americans by increasing premiums and reducing affordable health care opportunities., On the Motion, nan
115, rep, 18, 1, 6, 1,0, SCONRES3, Motion Rejected, To create a point of order against legislation that would eliminate or reduce Federal funding to States under the Medicaid expansion., On the Motion, nan
115, rep, 19, 6, 1, 1,0, SCONRES3, Motion Rejected, To strengthen Social Security and Medicare without raiding them to pay for new government programs; like Obamacare; that have failed Americans by increasing premiums and reducing affordable health care options; to reform Medicaid without prioritizing able-bodied adults over the disabled; and to ensure that any importation does not increase risk to public health according to the Secretary of Health and Human Services., On the Motion, nan
115, rep, 20, 1, 6, 1,0, SCONRES3, Amendment Rejected, To establish a deficit-neutral reserve fund relating to lower prescription drug prices for Americans by importing drugs from Canada., On the Amendment, nan
115, rep, 21, 1, 6, 1,0, SCONRES3, Motion Rejected, To create a point of order against legislation that does not lower drug prices., On the Motion, nan
115, rep, 22, 6, 1, 1,0, SCONRES3, Motion Rejected, To establish a deficit-neutral reserve fund relating to strengthening Social Security or health care for women; which may include strengthening community health centers; and repealing and replacing Obamacare., On the Motion, nan
115, rep, 23, 1, 6, 1,0, SCONRES3, Motion Rejected, To create a point of order against legislation that makes women sick again., On the Motion, nan
115, rep, 24, 6, 1, 1,0, SCONRES3, Motion Rejected, To establish a deficit-neutral reserve fund relating to strengthening Social Security and repealing and replacing Obamacare; which has increased health care costs; raised taxes on middle-class families; reduced access to high quality care; created disincentives for work; and caused tens of thousands of Americans to lose coverage they had and liked; and replacing it with reforms that strengthen Medicaid; and the Children¿s Health Insurance Program without prioritizing able-bodied adults over the disabled or children and lead to patient-centered step-by-step health reforms that provide access to quality; affordable private health care coverage for all Americans and their families by increasing competition; State flexibility; and individual choice; and safe-guarding consumer protections that Americans support., On the Motion, nan
115, rep, 25, 1, 6, 1,0, SCONRES3, Motion Rejected, To create a point of order against legislation that would undermine the historic coverage gains the United States has made in children's health; which have resulted in the lowest uninsured rate for children in the Nation's history., On the Motion, nan
115, rep, 26, 6, 1, 1,0, SCONRES3, Concurrent Resolution Agreed to, A concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2017 and setting forth the appropriate budgetary levels for fiscal years 2018 through 2026., On the Concurrent Resolution, nan
115, rep, 27, 1, 1, 0,1, S84, Bill Passed, A bill to provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces., On Passage of the Bill, nan
115, rep, 28, 1, 1, 0,1, HR72, Bill Passed, A bill to ensure the Government Accountability Office has adequate access to information., On Passage of the Bill, nan
115, rep, 29, 1, 1, 0,1, PN29, Nomination Confirmed, James Mattis; of Washington; to be Secretary of Defense, On the Nomination, nan
115, rep, 30, 1, 1, 0,1, PN40, Nomination Confirmed, John F. Kelly; of Virginia; to be Secretary of Homeland Security, On the Nomination, nan
115, rep, 31, 1, 1, 0,1, PN43, Motion to Proceed Agreed to, Mike Pompeo; of Kansas; to be Director of the Central Intelligence Agency, On the Motion to Proceed, nan
115, rep, 32, 6, 1, 1,2, PN43, Nomination Confirmed, Mike Pompeo; of Kansas; to be Director of the Central Intelligence Agency, On the Nomination, nan
115, rep, 33, 1, 1, 0,1, PN50, Nomination Confirmed, Nikki R. Haley; of South Carolina; to be Representative of the United States of America to the Sessions of the General Assembly of the United Nations during her tenure of service as Representative of the United States of America to the United Nations; and Nikki R. Haley; of South Carolina; to be the Representative of the United States of America to the United Nations; with the rank and status of Ambassador; and the Representative of the United States of America in the Security Council of the United Nations, On the Nomination, nan
115, rep, 34, 6, 1, 1,0, PN25, Cloture Motion Agreed to, Rex W. Tillerson; of Texas; to be Secretary of State, On the Cloture Motion, nan
115, rep, 35, 1, 1, 0,1, PN35, Nomination Confirmed, Elaine L. Chao; of Kentucky; to be Secretary of Transportation, On the Nomination, nan
115, rep, 36, 6, 1, 1,0, PN25, Nomination Confirmed, Rex W. Tillerson; of Texas; to be Secretary of State, On the Nomination, nan
115, rep, 37, 6, 1, 1,0, PN25, Motion to Table Agreed to, Rex W. Tillerson; of Texas; to be Secretary of State, On the Motion to Table, nan
115, rep, 38, 6, 1, 1,0, PN25, Motion to Proceed Agreed to, Rex W. Tillerson; of Texas; to be Secretary of State, On the Motion to Proceed, nan
115, rep, 39, 6, 1, 1,0, PN25, Motion Agreed to, Rex W. Tillerson; of Texas; to be Secretary of State, On the Motion, nan
115, rep, 40, 6, 1, 1,0, PN37, Motion to Proceed Agreed to, Elisabeth Prince DeVos; of Michigan; to be Secretary of Education, On the Motion to Proceed, nan
115, rep, 41, 6, 1, 1,0, PN37, Motion to Proceed Agreed to, Elisabeth Prince DeVos; of Michigan; to be Secretary of Education, On the Motion to Proceed, nan
115, rep, 42, 6, 1, 1,0, HJRES38, Motion to Proceed Agreed to, A joint resolution disapproving the rule submitted by the Department of the Interior known as the Stream Protection Rule., On the Motion to Proceed, nan
115, rep, 43, 6, 1, 1,0, HJRES38, Bill Passed, A joint resolution disapproving the rule submitted by the Department of the Interior known as the Stream Protection Rule., On Passage of the Bill, nan
