State,District,Party,Margin,Lean,Minority,Nat_Margin,Year,Fresh,Calculated_C6,Year1,Midterm,Avg_Def,DefxParty,DefxLean,DefxMin,DefxNat_Margin,DefxYear1,DefxFresh,DefxMid,Has_Pres,DefxHas_Pres,Avg_Def_Adj
MN,6,0,1.209619516,19.39995,0,-1.2,2012,0,-1.542091419,10,0,15.667466,0,-11.05865684,0,0.684042392,-5.700353268,0,0,0,0,-0.570035327
MN,8,0,-8.89434292,-1.06672,0,-1.2,2012,1,-0.950587186,10,0,15.3846154,0,0.909790476,0,1.023463112,-8.528859268,-0.852885927,0,0,0,-0.852885927
MS,1,0,23.50886385,30.06654,0,-1.2,2012,1,-0.326756593,10,0,13.4578236,0,-83.57529156,0,3.335613272,-27.79677727,-2.779677727,0,0,0,-2.779677727
MS,4,0,35.26374058,41.49988,0,-1.2,2012,1,-0.058437994,10,0,13.4591195,0,-115.3025124,0,3.334058192,-27.78381827,-2.778381827,0,0,0,-2.778381827
MO,3,0,30.63197246,28.83343,0,-1.2,2012,0,-0.111506132,10,0,13.0735387,0,-91.22789492,0,3.796755152,-31.63962627,0,0,0,0,-3.163962627
MO,4,0,24.82312227,28.23338,0,-1.2,2012,1,-0.121110394,10,0,14.6759848,0,-44.08688948,0,1.873819832,-15.61516527,-1.561516527,0,0,0,-1.561516527
MO,6,0,32.48633454,25.53338,0,-1.2,2012,0,0.193308104,10,0,14.2115509,0,-51.72936211,0,2.431140512,-20.25950427,0,0,0,0,-2.025950427
MO,7,0,32.96323022,40.80004,0,-1.2,2012,1,-0.20141661,10,0,12.8516624,0,-138.1423636,0,4.063006712,-33.85838927,-3.385838927,0,0,0,-3.385838927
MO,8,0,47.38091354,36.93342,0,-1.2,2012,0,0.545292536,10,0,17.4613402,0,45.20055512,0,-1.468606648,12.23838873,0,0,0,0,1.223838873
NE,1,0,36.58134677,20.56666,0,-1.2,2012,0,0.593690885,10,0,17.483871,0,25.6336613,0,-1.495643608,12.46369673,0,0,0,0,1.246369673
NE,2,0,1.591394262,10.83336,0,-1.2,2012,0,-1.039009375,10,0,17.0132325,0,8.403775063,0,-0.930877408,7.757311732,0,0,0,0,0.775731173
NE,3,0,48.34282458,46.36666,0,-1.2,2012,0,0.279848919,10,0,13.45066,0,-129.2165243,0,3.344209592,-27.86841327,0,0,0,0,-2.786841327
NV,2,0,21.38717849,11.53338,0,-1.2,2012,1,0.574656464,10,0,11.627907,0,-53.16420302,0,5.531513192,-46.09594327,-4.609594327,0,0,0,-4.609594327
NV,3,0,7.493312491,2.83336,0,-1.2,2012,1,-0.054887788,10,0,18.4884447,0,6.377732916,0,-2.701132048,22.50943373,2.250943373,0,0,0,2.250943373
NH,1,0,-3.765267142,2.66663,0,-1.2,2012,1,-0.864142656,10,0,14.0655106,0,-5.791895632,0,2.606388872,-21.71990727,-2.171990727,0,0,0,-2.171990727
NH,2,0,-4.830554189,-5.16673,0,-1.2,2012,1,-0.325176581,10,0,23.4955186,0,-37.50021559,0,-8.709620728,72.58017273,7.258017273,0,0,0,7.258017273
NJ,2,0,17.37128506,-3.06678,0,-1.2,2012,0,0.324620051,10,0,24.6566792,0,-25.81976632,0,-10.10301345,84.19177873,0,0,0,0,8.419177873
NJ,3,0,8.861617946,0.56654,0,-1.2,2012,1,0.120989148,10,0,16.2673392,0,0.016904349,0,-0.035805448,0.298378732,0.029837873,0,0,0,0.029837873
NJ,4,0,28.45872776,14.29991,0,-1.2,2012,0,0.301308424,10,0,22.3067174,0,86.78924362,0,-7.283059288,60.69216073,0,0,0,0,6.069216073
NJ,5,0,12.28796436,7.93324,0,-1.2,2012,0,-0.275636371,10,0,17.8299492,0,12.63327117,0,-1.910937448,15.92447873,0,0,0,0,1.592447873
NJ,7,0,17.11761548,10.89992,0,-1.2,2012,0,-0.12177004,10,0,18.051218,0,19.76936664,0,-2.176460008,18.13716673,0,0,0,0,1.813716673
NJ,11,0,18.8279185,10.6999,0,-1.2,2012,0,-0.02100111,10,0,16.442953,0,2.198312358,0,-0.246542008,2.054516732,0,0,0,0,0.205451673
NM,2,0,18.18859056,11.29994,0,-1.2,2012,1,0.220107595,10,0,16.5816327,0,3.88866387,0,-0.412957648,3.441313732,0.344131373,0,0,0,0.344131373
NY,2,0,8.353689043,0.86653,0,-1.2,2012,0,-0.226593357,10,0,16.837388,0,0.519819799,0,-0.719864008,5.998866732,0,0,0,0,0.599886673
NY,11,0,1.542222533,1.9331,0,-1.2,2012,0,-0.657326197,10,0,17.322335,0,2.097091974,0,-1.301800408,10.84833673,0,0,0,0,1.084833673
NY,18,0,-6.454866705,0.66656,0,-1.2,2012,0,-1.077063721,10,0,17.1590195,0,0.614247154,0,-1.105821808,9.215181732,0,0,0,0,0.921518173
NY,19,0,0.768923964,-1.50008,0,-1.2,2012,1,-0.147420497,10,0,31.5591735,0,-22.98373399,0,-18.38600661,153.2167217,15.32167217,0,0,0,15.32167217
NY,22,0,15.3332215,5.33323,0,-1.2,2012,0,-0.000793044,10,0,21.8628719,0,30.0013951,0,-6.750444688,56.25370573,0,0,0,0,5.625370573
NY,23,0,1.090437319,5.99991,0,-1.2,2012,0,-0.842075912,10,0,17.4984207,0,7.565402757,0,-1.513103248,12.60919373,0,0,0,0,1.260919373
NY,24,0,-9.330394938,-10.60014,0,-1.2,2012,1,-0.586371059,10,0,14.1033823,0,22.62196046,0,2.560942832,-21.34119027,-2.134119027,0,0,0,-2.134119027
NC,2,0,14.48087168,20.1666,0,-1.2,2012,1,-0.562012223,10,0,11.3408521,0,-98.7487663,0,5.875979072,-48.96649227,-4.896649227,0,0,0,-4.896649227
NC,3,0,26.22166287,21.33329,0,-1.2,2012,0,-0.013960518,10,0,37.6590331,0,456.9917496,0,-25.70583813,214.2153177,0,0,0,0,21.42153177
NC,5,0,15.08976309,23.59996,0,-1.2,2012,0,-0.801339678,10,0,16.5625,0,7.669955688,0,-0.389998408,3.249986732,0,0,0,0,0.324998673
NC,6,0,21.84660283,20.83328,0,-1.2,2012,0,-0.256816858,10,0,17.6960444,0,30.38623624,0,-1.750251688,14.58543073,0,0,0,0,1.458543073
NC,10,0,13.97734501,21.76659,0,-1.2,2012,0,-1.112749682,10,0,11.7534943,0,-97.60154251,0,5.380808432,-44.84007027,0,0,0,0,-4.484007027
OH,1,0,20.13548136,10.89991,0,-1.2,2012,1,0.397068386,10,0,14.8125,0,-15.53238621,0,1.710001592,-14.25001327,-1.425001327,0,0,0,-1.425001327
OH,4,0,21.86244002,18.46661,0,-1.2,2012,0,-0.180793264,10,0,15.7252888,0,-9.458828969,0,0.614655032,-5.122125268,0,0,0,0,-0.512212527
OH,5,0,18.10513871,14.23328,0,-1.2,2012,0,-0.283777112,10,0,12.6328956,0,-51.3053626,0,4.325526872,-36.04605727,0,0,0,0,-3.604605727
OH,6,0,6.502686258,16.79996,0,-1.2,2012,1,-0.806504919,10,0,14.8217636,0,-23.78433718,0,1.698885272,-14.15737727,-1.415737727,0,0,0,-1.415737727
OH,7,0,12.79115423,13.56665,0,-1.2,2012,0,-0.61151094,10,0,13.7758297,0,-33.39663738,0,2.954005952,-24.61671627,0,0,0,0,-2.461671627
OH,10,0,22.0504417,6.63325,0,-1.2,2012,0,0.328428098,10,0,17.5803403,0,8.907386619,0,-1.611406768,13.42838973,0,0,0,0,1.342838973
OH,12,0,26.93921416,15.26658,0,-1.2,2012,0,0.265040698,10,0,17.0280612,0,12.06914555,0,-0.948671848,7.905598732,0,0,0,0,0.790559873
OH,15,0,23.11687689,10.69988,0,-1.2,2012,1,0.548024109,10,0,16.4325843,0,2.087364404,0,-0.234099568,1.950829732,0.195082973,0,0,0,0.195082973
OH,16,0,4.093994631,12.49996,0,-1.2,2012,1,-0.662133117,10,0,17.0654912,0,10.3498403,0,-0.993587848,8.279898732,0.827989873,0,0,0,0.827989873
OK,3,0,55.32475383,52.46659,0,-1.2,2012,0,0.472903826,10,0,13.5357369,0,-141.7523665,0,3.242117312,-27.01764427,0,0,0,0,-2.701764427
OK,4,0,40.29255064,38.86659,0,-1.2,2012,0,0.070934028,10,0,14.8895899,0,-52.38872078,0,1.617493712,-13.47911427,0,0,0,0,-1.347911427
OK,5,0,21.43826167,23.39989,0,-1.2,2012,1,-0.125877543,10,0,13.6591479,0,-60.33318657,0,3.094024112,-25.78353427,-2.578353427,0,0,0,-2.578353427
OR,2,0,39.51844216,20.29999,0,-1.2,2012,0,0.856702722,10,0,15.7663317,0,-9.564738712,0,0.565403552,-4.711696268,0,0,0,0,-0.471169627
PA,3,0,13.84828471,16.5,0,-1.2,2012,1,-0.300829683,10,0,14.6081505,0,-26.88428864,0,1.955220992,-16.29350827,-1.629350827,0,0,0,-1.629350827
PA,5,0,25.84922026,18.73341,0,-1.2,2012,0,0.057222739,10,0,16.6666667,0,8.039730895,0,-0.514998448,4.291653732,0,0,0,0,0.429165373
PA,6,0,14.2825636,5.96671,0,-1.2,2012,0,-0.07165295,10,0,21.2025316,0,29.62489578,0,-5.958036328,49.65030273,0,0,0,0,4.965030273
PA,7,0,18.79553319,6.03331,0,-1.2,2012,1,0.41752792,10,0,19.1798107,0,17.75186456,0,-3.530771248,29.42309373,2.942309373,0,0,0,2.942309373
PA,8,0,13.20697937,3.86668,0,-1.2,2012,1,0.156257654,10,0,25.3609542,0,35.27747276,0,-10.94814345,91.23452873,9.123452873,0,0,0,9.123452873
PA,9,0,23.34955615,30.26672,0,-1.2,2012,0,-0.652957193,10,0,14.9491094,0,-38.9953977,0,1.546070312,-12.88391927,0,0,0,0,-1.288391927
PA,10,0,31.16841375,25.50001,0,-1.2,2012,1,0.469258514,10,0,13.8832998,0,-60.03216247,0,2.825041832,-23.54201527,-2.354201527,0,0,0,-2.354201527
PA,11,0,17.08847888,13.66663,0,-1.2,2012,1,0.054779145,10,0,15.7694744,0,-6.396350838,0,0.561632312,-4.680269268,-0.468026927,0,0,0,-0.468026927
PA,15,0,13.50109497,6.50003,0,-1.2,2012,0,-0.137465456,10,0,19.5,0,21.20633925,0,-3.914998408,32.62498673,0,0,0,0,3.262498673
PA,16,0,15.80407401,9.96667,0,-1.2,2012,0,-0.201590237,10,0,14.1221374,0,-21.08313419,0,2.538436712,-21.15363927,0,0,0,0,-2.115363927
PA,18,0,27.91045613,20.99998,0,-1.2,2012,0,0.090265135,10,0,15.5150754,0,-15.17093001,0,0.866911112,-7.224259268,0,0,0,0,-0.722425927
SC,1,0,28.1897708,22.36663,0,-1.2,2012,1,0.399755811,10,0,14.4291092,0,-40.44763759,0,2.170070552,-18.08392127,-1.808392127,0,0,0,-1.808392127
SC,3,0,33.27681021,35.26659,0,-1.2,2012,1,0.102833213,10,0,16.2060302,0,-1.109879325,0,0.037765352,-0.314711268,-0.031471127,0,0,0,-0.031471127
SC,4,0,33.39053671,30.46661,0,-1.2,2012,1,0.350289828,10,0,14.8427673,0,-42.49281765,0,1.673680832,-13.94734027,-1.394734027,0,0,0,-1.394734027
SC,5,0,14.53941145,16.46656,0,-1.2,2012,1,-0.191556649,10,0,19.2090395,0,48.93101162,0,-3.565845808,29.71538173,2.971538173,0,0,0,2.971538173
SD,0,0,14.8994685,21.43338,0,-1.2,2012,1,-0.471335888,10,0,14.5489199,0,-36.19200738,0,2.026297712,-16.88581427,-1.688581427,0,0,0,-1.688581427
TN,2,0,53.8258256,40.3,0,-1.2,2012,0,0.588088446,10,0,23.0721003,0,275.4343386,0,-8.201518768,68.34598973,0,0,0,0,6.834598973
TN,3,0,25.97651308,32.53329,0,-1.2,2012,1,-0.284465732,10,0,12.9606099,0,-106.6080591,0,3.932269712,-32.76891427,-3.276891427,0,0,0,-3.276891427
TN,4,0,11.51220781,36.29998,0,-1.2,2012,1,-1.412290616,10,0,14.7520402,0,-53.92220919,0,1.782553352,-14.85461127,-1.485461127,0,0,0,-1.485461127
TN,7,0,47.04554111,36.7,0,-1.2,2012,0,0.690339917,10,0,13.547574,0,-98.72033289,0,3.227912792,-26.89927327,0,0,0,0,-2.689927327
TN,8,0,39.87982335,37.63329,0,-1.2,2012,1,0.450315791,10,0,14.6202532,0,-60.86236776,0,1.940697752,-16.17248127,-1.617248127,0,0,0,-1.617248127
TX,1,0,44.5008772,48.23331,0,-1.2,2012,0,-0.072415846,10,0,19.4351042,0,154.2309706,0,-3.837123448,31.97602873,0,0,0,0,3.197602873
TX,4,0,48.91888329,52.86669,0,-1.2,2012,0,-0.019867457,10,0,14.5846544,0,-87.38054609,0,1.983416312,-16.52846927,0,0,0,0,-1.652846927
TX,5,0,31.17370216,34.26664,0,-1.2,2012,0,-0.370173283,10,0,12.9294191,0,-113.3568628,0,3.969698672,-33.08082227,0,0,0,0,-3.308082227
TX,6,0,18.79121055,21.79992,0,-1.2,2012,0,-0.51329232,10,0,16.1478599,0,-1.954175932,0,0.107569712,-0.896414268,0,0,0,0,-0.089641427
TX,7,0,24.37435327,25.99992,0,-1.2,2012,0,-0.421527094,10,0,13.5153584,0,-70.77549832,0,3.266571512,-27.22142927,0,0,0,0,-2.722142927
TX,8,0,56.95712442,58.96669,0,-1.2,2012,0,0.256580563,10,0,13.2646491,0,-175.2992557,0,3.567422672,-29.72852227,0,0,0,0,-2.972852227
TX,10,0,24.26832917,24.26666,0,-1.2,2012,0,-0.363874007,10,0,12.555205,0,-89.35703298,0,4.418755592,-36.82296327,0,0,0,0,-3.682296327
TX,11,0,60.06999288,63.53333,0,-1.2,2012,0,0.235501355,10,0,13.8576779,0,-151.1981071,0,2.855788112,-23.79823427,0,0,0,0,-2.379823427
TX,12,0,44.23241506,39.16665,0,-1.2,2012,0,0.330043745,10,0,14.4899285,0,-68.44657326,0,2.097087392,-17.47572827,0,0,0,0,-1.747572827
TX,21,0,25.1530604,25.63335,0,-1.2,2012,0,-0.352081062,10,0,13.2278481,0,-77.14749454,0,3.611583872,-30.09653227,0,0,0,0,-3.009653227
TX,22,0,32.06914005,29.69996,0,-1.2,2012,0,-0.052930823,10,0,12.0504732,0,-124.3545679,0,5.024433752,-41.87028127,0,0,0,0,-4.187028127
TX,23,0,-4.750506065,7.03328,0,-1.2,2012,1,-1.203888898,10,0,13.4980989,0,-19.2669843,0,3.287282912,-27.39402427,-2.739402427,0,0,0,-2.739402427
TX,24,0,25.02823536,26.59997,0,-1.2,2012,0,-0.348464912,10,0,15.6992084,0,-14.3185757,0,0.645951512,-5.382929268,0,0,0,0,-0.538292927
TX,26,0,39.58094178,40.70001,0,-1.2,2012,0,-0.050400342,10,0,19.0747782,0,115.4771971,0,-3.404732248,28.37276873,0,0,0,0,2.837276873
TX,27,0,17.53530432,26.79994,0,-1.2,2012,1,-0.541619603,10,0,14.8521082,0,-37.12845267,0,1.662471752,-13.85393127,-1.385393127,0,0,0,-1.385393127
TX,31,0,26.29612921,25.10001,0,-1.2,2012,0,-0.226802004,10,0,13.8195777,0,-60.68990721,0,2.901508352,-24.17923627,0,0,0,0,-2.417923627
TX,32,0,18.82282344,19.83329,0,-1.2,2012,0,-0.524527152,10,0,13.071066,0,-62.8008301,0,3.799722392,-31.66435327,0,0,0,0,-3.166435327
TX,33,0,-46.74078807,-38.60024,0,-1.2,2012,0,-2.321775487,10,0,13.2646491,0,114.7528094,0,3.567422672,-29.72852227,0,0,0,0,-2.972852227
TX,34,0,-25.66550166,-17.2668,0,-1.2,2012,0,-1.878531413,10,0,13.2646491,0,51.33164483,0,3.567422672,-29.72852227,0,0,0,0,-2.972852227
UT,1,0,46.78733179,58.76688,0,-1.2,2012,0,-0.393093199,10,0,16.8510085,0,36.05390243,0,-0.736208608,6.135071732,0,0,0,0,0.613507173
UT,3,0,53.21155706,60.20025,0,-1.2,2012,0,-0.074887436,10,0,16.3015464,0,3.85552942,0,-0.076854088,0.640450732,0,0,0,0,0.064045073
VA,1,0,15.08074416,12.16658,0,-1.2,2012,0,-0.337557558,10,0,15.2187698,0,-12.39447862,0,1.222477832,-10.18731527,0,0,0,0,-1.018731527
VA,2,0,7.658898785,3.53322,0,-1.2,2012,1,-0.080011114,10,0,16.8440827,0,2.14318544,0,-0.727897648,6.065813732,0.606581373,0,0,0,0.606581373
VA,4,0,14.02729927,6.39988,0,-1.2,2012,0,-0.140050881,10,0,14.8734177,0,-8.729971521,0,1.636900352,-13.64083627,0,0,0,0,-1.364083627
VA,5,0,12.58075729,11.13327,0,-1.2,2012,1,-0.126747918,10,0,14.5120406,0,-19.21002015,0,2.070552872,-17.25460727,-1.725460727,0,0,0,-1.725460727
VA,6,0,30.66722652,23.69995,0,-1.2,2012,0,0.140869399,10,0,15.8590308,0,-8.969732561,0,0.454164632,-3.784705268,0,0,0,0,-0.378470527
VA,9,0,22.70186768,31.63338,0,-1.2,2012,1,-0.353902552,10,0,17.8594047,0,51.30628573,0,-1.946284048,16.21903373,1.621903373,0,0,0,1.621903373
VA,10,0,19.65211601,5.53328,0,-1.2,2012,0,0.231947614,10,0,17.9310345,0,9.370793237,0,-2.032239808,16.93533173,0,0,0,0,1.693533173
WA,3,0,20.75921112,5.86664,0,-1.2,2012,1,0.560975541,10,0,17.9874214,0,10.2661511,0,-2.099904088,17.49920073,1.749920073,0,0,0,1.749920073
WA,4,0,32.44012341,26.53325,0,-1.2,2012,0,0.165338278,10,0,12.0286086,0,-111.6756029,0,5.050671272,-42.08892727,0,0,0,0,-4.208892727
WA,5,0,23.83643682,14.0333,0,-1.2,2012,0,0.177158942,10,0,12.9195693,0,-46.56153551,0,3.981518432,-33.17932027,0,0,0,0,-3.317932027
WA,8,0,19.30484293,2.9666,0,-1.2,2012,0,0.264344439,10,0,21.3359274,0,15.12499079,0,-6.118111288,50.98426073,0,0,0,0,5.098426073
WA,10,0,-17.11641171,-10.23344,0,-1.2,2012,0,-1.517303241,10,0,14.0900196,0,21.9761254,0,2.576978072,-21.47481727,0,0,0,0,-2.147481727
WV,1,0,24.96696256,29.86674,0,-1.2,2012,1,-0.161594047,10,0,17.3089071,0,31.99939766,0,-1.285686928,10.71405773,1.071405773,0,0,0,1.071405773
WV,2,0,39.5323814,25.2334,0,-1.2,2012,0,0.639800542,10,0,15.6407035,0,-15.05923828,0,0.716157392,-5.967978268,0,0,0,0,-0.596797827
WI,1,0,11.50748648,8.03334,0,-1.2,2012,0,-0.397750809,10,0,14.4974227,0,-13.97864324,0,2.088094352,-17.40078627,0,0,0,0,-1.740078627
WI,5,0,35.66941872,27.23336,0,-1.2,2012,0,0.2412471,10,0,19.5625,0,90.55088587,0,-3.989998408,33.24998673,0,0,0,0,3.324998673
WI,6,0,24.33362521,11.03335,0,-1.2,2012,0,0.252791749,10,0,19.4740138,0,35.7095749,0,-3.883814968,32.36512473,0,0,0,0,3.236512473
WI,7,0,12.28796477,6.23341,0,-1.2,2012,1,0.082316106,10,0,16.4974619,0,1.620440837,0,-0.311952688,2.599605732,0.259960573,0,0,0,0.259960573
WI,8,0,11.98067877,6.6001,0,-1.2,2012,1,0.04657919,10,0,16.9502205,0,4.704017815,0,-0.855263008,7.127191732,0.712719173,0,0,0,0.712719173
WY,0,0,43.42999601,44.59999,0,-1.2,2012,0,0.006115393,10,0,17.9421222,0,76.0260739,0,-2.045545048,17.04620873,0,0,0,0,1.704620873
AL,3,0,32.39816115,30.66654,0,5.7,2014,0,-1.151144992,12,1,6.0631939,0,-55.73491299,0,-10.35946683,-21.80940386,0,-1.817450322,0,0,-1.817450322
AK,0,0,9.998534359,21.59964,0,5.7,2014,0,-2.062880031,12,1,11.1111111,0,69.7769216,0,18.41366121,38.76560254,0,3.230466878,0,0,3.230466878
AZ,4,0,44.1725321,39.06677,0,5.7,2014,0,-0.125116642,12,1,9.5009597,0,63.30049212,0,9.235798226,19.44378574,0,1.620315478,0,0,1.620315478
AZ,5,0,39.15626062,33.23332,0,5.7,2014,1,0.280715305,12,1,10.7296137,0,94.68071434,0,16.23912603,34.18763374,2.848969478,2.848969478,0,0,2.848969478
AZ,6,0,29.72329008,24.30003,0,5.7,2014,0,-0.622353961,12,1,8.2262211,0,8.397528508,0,1.969788206,4.146922539,0,0.345576878,0,0,0.345576878
AR,1,0,30.86988423,27.73342,0,5.7,2014,0,-1.139052268,12,1,5.6350626,0,-62.27765826,0,-12.79981524,-26.94697946,0,-2.245581622,0,0,-2.245581622
CA,1,0,22.06015566,19.5334,0,5.7,2014,1,-0.874086719,12,1,4.9488055,0,-57.26877849,0,-16.71148071,-35.18206466,-2.931838722,-2.931838722,0,0,-2.931838722
CA,8,0,35.29370678,18.59992,0,5.7,2014,1,1.867477496,12,1,5.1260504,0,-51.23522472,0,-15.70118478,-33.05512586,-2.754593822,-2.754593822,0,0,-2.754593822
CA,10,0,12.29784018,1.59987,0,5.7,2014,0,-0.743212103,12,1,8.5786375,0,1.116698506,0,3.978561686,8.375919339,0,0.697993278,0,0,0.697993278
CA,21,0,15.66826663,-4.40028,0,5.7,2014,1,0.70758334,12,1,8.9464883,0,-4.690012381,0,6.075311246,12.79012894,1.065844078,1.065844078,0,0,1.065844078
CA,22,0,44.07013544,19.33329,0,5.7,2014,0,3.940364116,12,1,3.2395567,0,-89.72749097,0,-26.45419887,-55.69305026,0,-4.641087522,0,0,-4.641087522
CA,39,0,37.08988553,8.13328,0,5.7,2014,0,2.314074512,12,1,5.9473237,0,-15.72423713,0,-11.01992697,-23.19984626,0,-1.933320522,0,0,-1.933320522
CA,42,0,31.47543875,18.73336,0,5.7,2014,0,0.131154577,12,1,4.556962,0,-62.26373559,0,-18.94498866,-39.88418666,0,-3.323682222,0,0,-3.323682222
CA,48,0,28.2439429,14.46678,0,5.7,2014,0,0.030628494,12,1,13.2313231,0,77.40709418,0,30.49886961,64.20814654,0,5.350678878,0,0,5.350678878
CA,49,0,20.33811036,9.13348,0,5.7,2014,0,-0.786604324,12,1,4.7058824,0,-28.9966236,0,-18.09614238,-38.09714186,0,-3.174761822,0,0,-3.174761822
CA,50,0,42.4001424,26.53335,0,5.7,2014,0,0.943705496,12,1,6.3223508,0,-41.34674476,0,-8.882272504,-18.69952106,0,-1.558293422,0,0,-1.558293422
CO,3,0,22.28312484,9.50004,0,5.7,2014,0,-0.248289898,12,1,8.1266039,0,2.336626782,0,1.401970166,2.951516139,0,0.245959678,0,0,0.245959678
CO,5,0,19.59597497,25.23328,0,5.7,2014,0,-2.518290186,12,1,6.3184499,0,-39.41928674,0,-8.904507634,-18.74633186,0,-1.562194322,0,0,-1.562194322
CO,6,0,8.906091738,-1.29999,0,5.7,2014,0,-0.83530882,12,1,9.2204526,0,-1.741737494,0,7.636907756,16.07770054,0,1.339808378,0,0,1.339808378
FL,1,0,46.78702999,42.30001,0,5.7,2014,0,-0.111120504,12,1,7.8947368,0,0.5961162,0,0.080327696,0.169110939,0,0.014092578,0,0,0.014092578
FL,2,0,-1.134598447,10.49992,0,5.7,2014,0,-4.564310248,12,1,5.7287279,0,-22.59494923,0,-12.26592303,-25.82299586,0,-2.151916322,0,0,-2.151916322
FL,3,0,32.6827179,27.63337,0,5.7,2014,1,0.050322501,12,1,10.4777871,0,71.7678101,0,14.80371441,31.16571454,2.597142878,2.597142878,0,0,2.597142878
FL,6,0,25.08906503,18.5335,0,5.7,2014,1,-0.063088949,12,1,9.2654424,0,25.66515704,0,7.893349616,16.61757814,1.384798178,1.384798178,0,0,1.384798178
FL,7,0,31.45876988,8.40002,0,5.7,2014,0,1.288873531,12,1,6.1615321,0,-14.44057621,0,-9.798939094,-20.62934546,0,-1.719112122,0,0,-1.719112122
FL,8,0,31.69394528,18.43334,0,5.7,2014,0,0.097067953,12,1,10.609858,0,50.30852551,0,15.55651854,32.75056534,0,2.729213778,0,0,2.729213778
FL,10,0,23.09028524,11.73332,0,5.7,2014,0,-0.446298634,12,1,6.2768702,0,-18.81759381,0,-9.141511924,-19.24528826,0,-1.603774022,0,0,-1.603774022
FL,11,0,33.317664,21.66675,0,5.7,2014,0,0.046512677,12,1,7.5342466,0,-7.505310671,0,-1.974466444,-4.156771461,0,-0.346397622,0,0,-0.346397622
FL,15,0,20.56259423,12.46658,0,5.7,2014,0,-1.056789391,12,1,5.5369128,0,-29.21831527,0,-13.3592691,-28.12477706,0,-2.343731422,0,0,-2.343731422
FL,16,0,23.15730873,12.10011,0,5.7,2014,0,-0.546340314,12,1,5.4830287,0,-29.01141155,0,-13.66640847,-28.77138626,0,-2.397615522,0,0,-2.397615522
FL,17,0,26.47079855,20.36669,0,5.7,2014,0,-0.638702544,12,1,8.7214225,0,17.12387055,0,4.792436186,10.08933934,0,0.840778278,0,0,0.840778278
FL,19,0,31.81142424,24.3668,0,5.7,2014,1,0.229118077,12,1,8.6538462,0,18.84045796,0,4.407251276,9.278423739,0.773201978,0.773201978,0,0,0.773201978
GA,6,0,32.0811006,26.83337,0,5.7,2014,0,-0.498523625,12,1,9.1596639,0,34.32040826,0,7.290412166,15.34823614,0,1.279019678,0,0,1.279019678
GA,7,0,30.7740587,26.59992,0,5.7,2014,0,-0.497689577,12,1,11.4671164,0,95.39987302,0,20.44289142,43.03766614,0,3.586472178,0,0,3.586472178
GA,9,0,61.3492629,60.20013,0,5.7,2014,1,0.677840823,12,1,8.8464874,0,58.14388489,0,5.505306116,11.59011814,0.965843178,0.965843178,0,0,0.965843178
ID,1,0,30.01983121,35.9334,0,5.7,2014,0,-1.086487636,12,1,12.0659722,0,150.3930644,0,23.85636948,50.22393574,0,4.185327978,0,0,4.185327978
ID,2,0,22.72169413,33.46681,0,5.7,2014,0,-3.478506319,12,1,5.3617021,0,-84.30095739,0,-14.35797009,-30.22730546,0,-2.518942122,0,0,-2.518942122
IL,6,0,34.27070768,9.13363,0,5.7,2014,0,2.418566589,12,1,4.2301184,0,-33.34255216,0,-20.80799718,-43.80630986,0,-3.650525822,0,0,-3.650525822
IL,13,0,17.31186273,1.5336,0,5.7,2014,1,0.354480548,12,1,10.571185,0,4.126213338,0,15.33608244,32.28648934,2.690540778,2.690540778,0,0,2.690540778
IL,14,0,30.82752104,10.76698,0,5.7,2014,0,0.927212053,12,1,6.0657119,0,-19.54134001,0,-10.34511423,-21.77918786,0,-1.814932322,0,0,-1.814932322
IL,15,0,49.84634518,29.06713,0,5.7,2014,0,1.878809962,12,1,6.1782877,0,-49.48261832,0,-9.703432174,-20.42827826,0,-1.702356522,0,0,-1.702356522
IL,16,0,41.24255288,9.53354,0,5.7,2014,0,2.016603241,12,1,8.3892617,0,4.848925073,0,2.899119626,6.103409739,0,0.508617478,0,0,0.508617478
IL,18,0,49.43908568,23.96699,0,5.7,2014,0,2.230865079,12,1,6.6491689,0,-29.51475672,0,-7.019409334,-14.77770386,0,-1.231475322,0,0,-1.231475322
IN,2,0,20.65633609,14.2337,0,5.7,2014,1,-0.364030919,12,1,5.3691275,0,-35.74817556,0,-14.31564531,-30.13820066,-2.511516722,-2.511516722,0,0,-2.511516722
IN,3,0,39.06164941,27.20035,0,5.7,2014,0,0.253991641,12,1,8.4760274,0,16.19463083,0,3.393684116,7.144598139,0,0.595383178,0,0,0.595383178
IN,4,0,33.74913765,24.20037,0,5.7,2014,0,-0.175705458,12,1,5.8210252,0,-49.84354239,0,-11.73982842,-24.71542826,0,-2.059619022,0,0,-2.059619022
IN,5,0,34.39110505,18.20025,0,5.7,2014,1,1.947276531,12,1,4.5986622,0,-59.73289329,0,-18.70729752,-39.38378426,-3.281982022,-3.281982022,0,0,-3.281982022
IN,6,0,36.54970949,24.20028,0,5.7,2014,1,1.244816307,12,1,5.4945055,0,-57.74522519,0,-13.60099071,-28.63366466,-2.386138722,-2.386138722,0,0,-2.386138722
IN,8,0,24.49289321,18.3671,0,5.7,2014,0,-1.02296544,12,1,5.9865093,0,-34.78976552,0,-10.79656905,-22.72961906,0,-1.894134922,0,0,-1.894134922
